"Ticks","ArticleTitle","Title","AbstractText","DOI","city","year","notes","ID"
"other things","Viral etiologies in adult patients with encephalitis in Poland: A prospective single center study.","PloS one","Encephalitis is a severe neurological syndrome associated with high morbidity and mortality as well as long-term neurological sequelae. Despite being an important public health problem, very few extensive population-based studies were conducted so far in the world and none in Central Europe. Altogether 114 consecutive patients meeting the initial criteria for encephalitis were enrolled at the Warsaw Hospital for Infectious Diseases between June 2012 and July 2015. Eighteen patients were secondarily excluded from the analysis due to incomplete data or noinfectious cause. Potential pathogen sequences were searched for by molecular methods in the cerebrospinal fluid (CSF) and specific antibodies were detected in CSF and sera. An infectious agent was identified in 41 patients (42.7%). The most frequently diagnosed infections were Human herpesvirus 1 (HHV-1) (22 cases, 24%) followed by Enterovirus (6 cases, 6.3%), Varicella zoster virus (VZV) (5 cases, 5.2%), Tick-borne encephalitis virus (TBEV) (6 cases, 6.3%) and Cytomegalovirus (CMV) (2 cases, 2.1%). There were no cases of human adenovirus, Human herpesvirus 6 (HHV-6) or West Nile virus (WNV) infection identified. In 55 cases (57.3%) the cause of encephalitis remained unknown. Compared to patients in whom the diagnosis was determined the latter group contained more women, was less likely to manifest fever and had lower CSF pleocytosis (p &lt; 0.05) In summary, we identified HHV-1 followed by Enterovirus, VZV and TBEV as the most common causes of encephalitis among adult patients in Poland. In a large proportion of patients the cause of encephalitis remained unknown.","10.1371/journal.pone.0178481","Warsaw",2017,"","TIC000250"
"other things","Measuring the impact of the Capital Card&#xae;, a novel form of contingency management, on substance misuse treatment outcomes: A retrospective evaluation.","PloS one","The Capital Card, developed by WDP, is a digital innovation which acts as a form of contingency management, and aims to significantly improve service user outcomes. WDP is a substance misuse treatment provider commissioned by local authorities across the UK to support service users and their families affected by addiction. The Capital Card, much like commercial loyalty cards, uses a simple earn-spend points system which incentivises and rewards service users for engaging with services e.g. by attending key work sessions, Blood Borne Virus appointments or group-work sessions. The Spend activities available to service users are designed to improve overall wellbeing and build social and recovery capital, and include activities such as educational classes, fitness classes, driving lessons, and cinema tickets.We compared successful completion rates of 1,545 service users accessing one of WDP's London based community services over a two-year period; before and after the Capital Card was introduced. Client demographics (age, sex and primary substance) were controlled for during the analysis. Once client demographics were controlled for, analysis showed that clients with a Capital Card were 1.5 times more likely to successfully complete treatment than those who had not had the Capital Card (OR = 1.507, 95% CI = 1.194 to 1.902).The results of this initial evaluation are of particular interest to commissioners and policy makers as it indicates that the Capital Card can be used effectively as a form of contingency management to enhance recovery outcomes for service users engaging in community-based substance misuse services.","10.1371/journal.pone.0229905","London",2020,"","TIC000251"
"other things","Detection of 'Candidatus Neoehrlichia mikurensis' and other Anaplasmataceae and Rickettsiaceae in Canidae in Switzerland and Mediterranean countries.","Schweizer Archiv fur Tierheilkunde","Candidatus Neoehrlichia mikurensis' is an emerging tick-borne zoonotic agent that primarily affects immunocompromised human patients. Dogs and foxes are frequently exposed to ticks, and both species are in close proximity to humans. This is the first study to systematically investigate the occurrence of 'Candidatus Neoehrlichia mikurensis' in Canidae in Europa. We analyzed 1'739 blood samples from dogs in Switzerland, Italy, Spain and Portugal and 162 blood samples from free-ranging red foxes (Vulpes vulpes) in Switzerland. All samples were tested using a previously described multiplex real-time PCR for the Anaplasmataceae family, the 'Candidatus Neoehrlichia' genus and the 'Candidatus Neoehrlichia mikurensis' species. All Anaplasmataceae positive samples were subsequently tested using specific real-time PCRs for Anaplasma phagocytophilum, Anaplasma platys, Ehrlichia canis and Rickettsia helvetica. Among the tested animals, one dog from Zurich tested positive for 'Candidatus Neoehrlichia mikurensis'. The 12-year old West Highland white terrier had been splenectomized 3 months prior to the blood collection and presented with polyuria/polydipsia. Fanconi syndrome was diagnosed based on glucosuria with normoglycemia and hyperaminoaciduria. A. platys and E. canis were detected in 14/249 dogs from Sicily and Portugal; two of the dogs were coinfected with both agents. Four Swiss foxes tested positive for A. phagocytophilium. R. helvetica was detected for the first time in a red fox. In conclusion, 'Candidatus Neoehrlichia mikurensis' infection should be considered in sick dogs, particularly when immunocompromised. The pathogen seems not to be widespread in Canidae in the investigated countries. Conversely, other Anaplasmataceae were more readily detected in dogs and foxes.&#x2018;Candidatus Neoehrlichia mikurensis&#x2019; ist ein durch Zecken &#xfc;bertragener, zoonotischer Erreger von zunehmender Bedeutung, der haupts&#xe4;chlich immunsupprimierte Patienten bef&#xe4;llt. Sowohl Hunde als auch F&#xfc;chse sind h&#xe4;ufig von Zeckenstichen betroffen und leben in engem Kontakt zum Menschen. In dieser Studie untersuchten wir erstmals systematisch das Vorkommen von &#x2018;Candidatus Neoehrlichia mikurensis&#x2019; in Kaniden in Europa. Die untersuchten Blutproben stammten von 1&#x2018;739 Hunden aus der Schweiz, Italien, Spanien und Portugal sowie 162 F&#xfc;chsen (Vulpes vulpes) aus der Schweiz. Alle Proben wurden mittels einer bereits publizierten multiplex real-time PCR auf Erreger der Familie Anaplasmataceae, des Genus &#x2018;Candidatus Neoehrlichia&#x2019; und der Spezies &#x2018;Candidatus Neoehrlichia mikurensis&#x2019; untersucht. Alle Anaplasmataceae-positiven Proben wurden danach mittels spezifischer real-time PCR auf Anaplasma phagocytophilum, Anaplasma platys, Ehrlichia canis und Rickettsia helvetica getestet. Innerhalb der untersuchten Proben fand sich ein Hund aus Z&#xfc;rich, der mit &#x2018;Candidatus Neoehrlichia mikurensis&#x2019; infiziert war. Der 12-j&#xe4;hrige West Highland White Terrier wurde vorgestellt mit Polyurie/Polydypsie; der Hund war 3 Monate vor der Probenentnahme splenektomiert worden. Aufgrund von einer Glukosurie und Hyperaminoazidurie bei normalen Blutzuckerwerten wurde die Diagnose Fanconi Syndrom gestellt. A. platys and E. canis wurden in 14/249 Hunden aus Sizilien und Portugal gefunden; zwei Hunde waren mit beiden Erregern infiziert. Vier Schweizer F&#xfc;chse waren A. phagocytophilium- positiv und R. helvetica wurde erstmals in einem Fuchs gefunden. Zusammenfassend sollte eine &#x2018;Candidatus Neoehrlichia mikurensis&#x2019; Infektion bei kranken Hunden als Differentialdiagnose in Betracht gezogen werden, v.a. wenn sie immunsupprimiert sind. Allerdings ist der Erreger in Kaniden in den untersuchten L&#xe4;ndern nicht weit verbreitet, dies im Gegensatz zu anderen Anaplasmataceae spp., welche in Hunden und F&#xfc;chsen &#xf6;fter gefunden wurden.&#x2018;Candidatus Neoehrlichia mikurensis&#x2019; est un agent de zoonose transmis par les tiques qui gagne en importance et concerne principalement les patients immunosupprim&#xe9;s. Les chiens comme les renards sont souvent concern&#xe9;s par des morsures de tiques et vivent en contact &#xe9;troit avec les &#xea;tres humains. Dans le pr&#xe9;sent travail, nous &#xe9;tudions pour la premi&#xe8;re fois syst&#xe9;matiquement la pr&#xe9;sence de &#x2018;Candidatus Neoehrlichia mikurensis&#x2019; chez les canid&#xe9;s en Europe. Les &#xe9;chantillons sanguins analys&#xe9;s provenaient de 1&#x2019;739 chiens de Suisse, d&#x2019;Italie, d&#x2019;Espagne et du Portugal ainsi que de 162 renards (Vulpes vulpes) de Suisse. Tous les &#xe9;chantillons ont &#xe9;t&#xe9; examin&#xe9;s avec un test de PCR multiplex en temps r&#xe9;el d&#xe9;j&#xe0; publi&#xe9; quant &#xe0; la pr&#xe9;sence d&#x2019;agents de la famille des Anaplasmataceae, du genre &#x2018;Candidatus Neoehrlichia&#x2019; et de l&#x2019;esp&#xe8;ce &#x2018;Candidatus Neoehrlichia mikurensis&#x2019;. Les &#xe9;chantillons positifs aux Anaplasmataceae ont ensuite &#xe9;t&#xe9; test&#xe9;s avec un test PCR en temps r&#xe9;el sp&#xe9;cifique quant &#xe0; Anaplasma phagocytophilum, Anaplasma platys, Ehrlichia canis und Rickettsia helvetica. Parmi les &#xe9;chantillons examin&#xe9;s se trouvait celui d&#x2019;un chien de Z&#xfc;rich qui &#xe9;tait infect&#xe9; par &#x2018;Candidatus Neoehrlichia mikurensis&#x2019;. Ce West Highland White Terrier de 12 ans avait &#xe9;t&#xe9; pr&#xe9;sent&#xe9; pour polyurie/polydipsie; il avait &#xe9;t&#xe9; spl&#xe9;nectomis&#xe9; trois mois avant la prise de l&#x2019;&#xe9;chantillon. Au vu d&#x2019;une glycosurie et d&#x2019;une hyperaminoacidurie accompagn&#xe9;es d&#x2019;une glyc&#xe9;mie normale, on a pos&#xe9; le diagnostic de syndrome de Fanconi. A. platys et E. canis ont &#xe9;t&#xe9; mis en &#xe9;vidence chez 14/249 chiens provenant de Sicile et du Portugal; deux chiens &#xe9;taient infect&#xe9;s par les deux agents pathog&#xe8;nes. Quatre renards suisses &#xe9;taient positifs &#xe0; A. phagocytophilium et R. helvetica a &#xe9;t&#xe9; trouv&#xe9; pour la premi&#xe8;re fois chez un renard. En r&#xe9;sum&#xe9;, on peut dire qu&#x2019;une infection &#xe0; &#x2018;Candidatus Neoehrlichia mikurensis&#x2019; chez un chien malade doit &#xea;tre prise en consid&#xe9;ration comme diagnostic diff&#xe9;rentiel, particuli&#xe8;rement chez les anomaux immunosupprim&#xe9;s. Toutefois cet agent n&#x2019;est pas tr&#xe8;s r&#xe9;pandu chez les canid&#xe9;s des pays examin&#xe9;s, contrairement aux autres Anaplasmataceae spp. qui ont &#xe9;t&#xe9; trouv&#xe9;es plus souvent chez les chiens et les renards.&#x2018;Candidatus Neoehrlichia mikurensis&#x2019; &#xe8; un agente patogeno zoonotico emergente trasmesso dalle zecche che colpisce soprattutto i pazienti immunodepressi. Cani e volpi vivono a stretto contatto con l&#x2019;uomo e spesso sono esposti a infestazioni da zecche. In questo studio, si &#xe8; analizzata per la prima volta in modo sistematico la presenza di &#x2018;Candidatus Neoehrlichia mikurensis&#x2019; nei canidi in Europa. I campioni di sangue esaminati sono stati ottenuti da 1.739 cani provenienti da Svizzera, Italia, Spagna e Portogallo e da 162 volpi (Vulpes vulpes) provenienti dalla Svizzera. Tutti i campioni sono stati analizzati mediante un saggio multiplex real-time PCR gi&#xe0; pubblicato che individua patogeni della famiglia delle Anaplasmataceae, del genere &#x2018;Candidatus Neoehrlichia&#x2019; e della specie &#x2018;Candidatus Neoehrlichia mikurensis&#x2019;. Tutti i campioni Anaplasmataceae-positivi sono stati poi testati con saggi real-time PCR specifici per Anaplasma phagocytophilum, Anaplasma platys, Ehrlichia canis e Rickettsia helvetica. Tra i campioni studiati &#xe8; stato identificato un cane, proveniente da Zurigo, positivo per &#x2018;Candidatus Neoehrlichia mikurensis&#x2019;. Il cane, di razza West Highland White Terrier, et&#xe0; 12 anni, soffriva di poliuria/polidipsia ed era stato splenectomizzato 3 mesi prima del campionamento. Al cane &#xe8; stata diagnosticata la sindrome di Fanconi sulla base di glicosuria normoglicemica e iperaminoaciduria. A. platys ed E. canis sono stati riscontrati in 14/249 cani provenienti dalla Sicilia e dal Portogallo; due cani erano infetti da entrambi i patogeni. Quattro volpi svizzere sono risultate positive ad A. phagocytophilum e, per la prima volta, &#xe8; stata riscontrata in una volpe R. helvetica. In sintesi, sebbene &#x2018;Candidatus Neoehrlichia mikurensis&#x2019; non sia molto diffuso nei canidi dei Paesi esaminati a differenza di altre specie di Anaplasmataceae pi&#xf9; comuni, l&#x2019;infezione sostenuta da questo patogeno dovrebbe essere presa in considerazione in cani ammalati e in particolare in quelli immunodepressi.","10.17236/sat00087","Zürich",2016,"","TIC000252"
"other things","The TICKPRO computer program for predicting Ixodes ricinus host-seeking activity and the warning system published on websites.","Central European journal of public health","The computer program with the acronym TICKPRO (tick prognosis) facilitates medium-range forecasts of the level of host-seeking activity in ticks within a 1-4 day horizon. The program is based on the medium-range weather forecast routinely produced at the Czech Hydrometeorological Institute (CHMI), as well as on previously developed mathematical models describing the correlation of meteorological factors with the host-seeking activity of Ixodes ricinus. These models are based on a 6-year whole-season monitoring of I. ricinus host-seeking activity on experimental fields in the Central Bohemia Region in a typical habitat, oakhornbeam forest, where tick-borne encephalitis (TBE) virus and Borrelia burgdorferi s.str., B. afzelii, and B. garinii have been found. Meteorological data provided by the CHMI meteorological station in Prague-Libus were used, and during the development of the forecasting algorithm micrometeorological data have been collected directly at the tick monitoring sites under selected synoptic weather situations. In the TICKPRO program, the two most successful models utilized ambient air temperature, quantity of atmospheric precipitation, and relative air humidity. The prediction determines 5 levels of risk of attack according to the current proportion of host-seeking ticks, and thus determines the risk of TBE infection. The levels of risk defined by the TICKPRO program are supplemented by instructions on how to prepare oneself for entering sites with potential tick occurrence, how to move around once there, and how to behave on returning home. This warning system is weekly published on websites of National Institute of Public Health and CHMI, Prague, over entire season (March-November).","10.21101/cejph.a3620","Prague",2010,"","TIC000253"
"other things","A Mini Review of Using the Oralift Appliance and a Pilot Study to See if 3D Imaging Techniques Could Improve Outcomes.","The open dentistry journal","Occlusal appliances of various designs have been described in the literature. They usually have to be worn for substantial periods including night time to have the desired effect for which they are designed. The Oralift<sup>&#xae;</sup> appliance has been designed to address the signs of facial ageing and to help stop parafunctional habits. The appliance is based on the principles of the pivot appliance and is worn for very short periods, never at night and not even every day. The maximum usage recommended is two hours every third day.This is a review of five patients who have been treated with Oralift<sup>&#xae;</sup> with the aim of assessing whether the visual changes seen by wearing the appliance can be quantified by changes in volume as measured by 3D Imaging, and if this quantification could be useful in improving the outcomes for each patient.The patients were fitted with the appliances in general practice, and 2D images were taken before, during and after treatment. Afterwards, the patient attended King's College London, to have 3D imaging.3D imaging has been proved far superior to standardized 2D photography in assessing the changes taking place on the face, and helped quantify the volume changes.To further improve the outcome for each patient, the 3D imaging should be done before the visit to the practitioner or ideally by the practitioner so that the results could be assessed, and the treatment adjusted accordingly. The implication of the volume changes requires a much larger study.","10.2174/1874210601812010283","London",2018,"","TIC000254"
"other things","Barriers to and Facilitators of Older People's Engagement With Web-Based Services: Qualitative Study of Adults Aged &gt;75 Years.","JMIR aging","The COVID-19 pandemic has accelerated the shift toward the digital provision of many public services, including health and social care, public administration, and financial and leisure services. COVID-19 services including test appointments, results, vaccination appointments and more were primarily delivered through digital channels to the public. Many social, cultural, and economic activities (appointments, ticket bookings, tax and utility payments, shopping, etc) have transitioned to web-based platforms. To use web-based public services, individuals must be digitally included. This is influenced by 3 main factors: access (whether individuals have access to the internet), ability (having the requisite skills and confidence to participate over the web), and affordability (ability to pay for infrastructure [equipment] and data packages). Many older adults, especially those aged &gt;75 years, are still digitally excluded.This study aims to explore the views of adults aged &gt;75 years on accessing public services digitally.We conducted semistructured qualitative interviews with a variety of adults aged &#x2265;75 years residing in Greater Manchester, United Kingdom. We also interviewed community support workers. Thematic analysis was used to identify the key themes from the data.Overall, 24 older adults (mean age 81, SD 4.54 y; 14/24, 58% female; 23/24, 96% White British; and 18/24, 75% digitally engaged to some extent) and 2 support workers participated. A total of five themes were identified as key in understanding issues around motivation, engagement, and participation: (1) ""initial motivation to participate digitally""-for example, maintaining social connections and gaining skills to be able to connect with family and friends; (2) ""narrow use and restricted activity on the web""-undertaking limited tasks on the web and in a modified manner, for example, limited use of web-based public services and selected use of specific services, such as checking but never transferring funds during web-based banking; (3) ""impact of digital participation on well-being""-choosing to go to the shops or general practitioner's surgery to get out of the house and get some exercise; (4) ""the last generation?""-respondents feeling that there were generational barriers to adapting to new technology and change; and (5) ""making digital accessible""-understanding the support needed to keep those engaged on the web.As we transition toward greater digitalization of public services, it is crucial to incorporate the perspectives of older people. Failing to do so risks excluding them from accessing services they greatly rely on and need.","10.2196/46522","Greater Manchester",2024,"","TIC000255"
"other things","Occurrence of Lyme disease infection in a non-endemic area in Northern Italy.","Giornale italiano di dermatologia e venereologia : organo ufficiale, Societa italiana di dermatologia e sifilografia","In Italy, the incidence of human tick-borne disease has increased over the last decades. Since 2015 a multidisciplinary group has been established in Sacco Hospital for the management of the patients affected by Lyme disease (LD). A retrospective evaluation (2015-2017) was performed for LD in non-endemic areas.Retrospective analysis of all 1000 samples for 800 patients screened for LD antibodies at the Sacco Hospital in 3 years (2015-2017). Clinical and epidemiological data were collected and compared with the serological results.Among the 800 patients screened, 134 of them were diagnosed with borreliosis during 2015 (37 cases), 2016 (31 cases) and 2017 (66 cases). Localized LD was diagnosed 100 out of 134 cases (69%): in most of them (N.=63) erythema migrans has been documented; in 37 out of 100 it was not possible to detect it. In only three cases, patients complained of different clinical symptoms such as headache, arm and facial pain respectively. 23 out of 134 cases (16%) showed a persistence of serological positivity and symptoms with osteomuscular involvement and fatigue, despite the therapy (late LD). In that same study 11 out of 134 patients (7%) received a diagnosis of neuroborreliosis.Our data reported a high percentage of LD infection (19%) in a non-endemic area. The definition of a Multidisciplinary Working Group and a clinical care pathway allowed a better clinical management of LD cases treated in Sacco Hospital, Milan.","10.23736/S0392-0488.18.05941-2","Milan",2018,"","TIC000256"
"other things","Surveillance of Lyme borreliosis in Germany, 2002 and 2003.","Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin","Lyme borreliosis is a potentially serious infection common in Germany, but little data about its incidence, distribution, and clinical manifestations are available. Lyme borreliosis is not a notifiable disease in Germany, but six of Germany's 16 states - Berlin, Brandenburg, Mecklenburg-Vorpommern, Sachsen, Sachsen-Anhalt and Th&#xfc;ringen, have enhanced notification systems, which do include Lyme borreliosis. The efforts made in these states to monitor confirmed cases through notification are therefore an important contribution to understanding the epidemiology of Lyme borreliosis in Germany. This report summarises the analysis of Lyme borreliosis cases submitted to the Robert Koch-Institut during 2002-2003. The average incidence of Lyme borreliosis of the six East German states was 17.8 cases per 100 000 population in 2002 and increased by 31% to 23.3 cases in 2003, respectively. Patient ages were bimodally distributed, with incidence peaks among children aged 5- 9 and elderly patients, aged 60- 64 in 2002, and 65- 69 in 2003. For both years, 55% of patients were female. Around 86% of notified cases occurred from May to October. Erythema migrans affected 2697 patients (89.3%) in 2002 and 3442 (86.7%) in 2003. For a vector-borne disease, like Lyme borreliosis, the risk of infection depends on the degree and duration of contact between humans and ticks harbouring Borrelia burgdorferi. As infectious ticks probably occur throughout Germany, it is likely that the situation in the remaining 10 German states is similar to that of the states in this study.","10.2807/esm.10.04.00531-en","Berlin",2005,"","TIC000257"
"other things","Attitudes towards family formation in cohabiting and single childless women in their mid- to late thirties.","Human fertility (Cambridge, England)","This study aimed to explore attitudes towards family formation in single or cohabiting childless women of advanced age. The design comprised semi-structured qualitative interviews of 20 women aged 34-39 years attending the Fertility Assessment and Counselling Clinic, Rigshospitalet, Copenhagen. A sample of 10 single women and 10 cohabiting women was chosen with equal distribution of postgraduate education length. Data were analysed using content analysis following the method of Graneheim and Lundman and consolidated criteria for reporting qualitative research (COREQ). The general attitude towards family formation was characterized by a fear of the consequences of choosing motherhood on one hand, and a 'ticking biological clock' and a wish to establish a nuclear family on the other. The women idealized the perception of perfect mothering in terms of uncompromising expectations of child rearing and showed an increasing awareness of solo motherhood as a possible solution to advanced age, the wish of a child and single status compared to earlier studies. Our study contributes to knowledge and understanding of personal considerations related to childbearing in nullipara women in their mid- to late 30s and may be useful in a fertility assessment and counselling setting.","10.3109/14647273.2016.1156171","Copenhagen",2016,"","TIC000258"
"other things","Tickborne encephalitis, southwestern France.","Emerging infectious diseases","We report an autochthonous human case of tickborne encephalitis (TBE) in the Bordeaux area, southwestern France. The patient was a farmer who had severe encephalomyelitis. ELISA and neutralization assay of serum and cerebrospinal fluid established the diagnosis. This potential new endemic focus for TBE virus should be further investigated.","10.3201/eid1307.070041","Bordeaux",2007,"","TIC000259"
"other things","Anaplasma phagocytophilum infection in Ixodes ricinus, Bavaria, Germany.","Emerging infectious diseases","Anaplasma phagocytophilum DNA was detected by real-time PCR, which targeted the msp2 gene, in 2.9% of questing Ixodes ricinus ticks (adults and nymphs; n = 2,862), collected systematically from selected locations in Bavaria, Germany, in 2006. Prevalence was significantly higher in urban public parks in Munich than in natural forests.","10.3201/eid1406.061513","Munich",2008,"","TIC000260"
"other things","Rare Case of Rickettsiosis Caused by Rickettsia monacensis, Portugal, 2021.","Emerging infectious diseases","We report a case of rickettsiosis caused by Rickettsia monacensis in an immunocompetent 67-year-old man in Portugal who had eschar, erythematous rash, and an attached Ixodes ricinus tick. Seroconversion and eschar biopsy led to confirmed diagnosis by PCR. Physicians should be aware of this rare rickettsiosis, especially in geographic regions with the vector.","10.3201/eid2805.211836","Munich",2022,"","TIC000261"
"other things","Bacterial Agents Detected in 418 Ticks Removed from Humans during 2014-2021, France.","Emerging infectious diseases","Monitoring of tickborne diseases is critical for prevention and management. We analyzed 418 ticks removed from 359 patients during 2014-2021 in Marseille, France, for identification and bacteria detection. Using morphology, molecular methods, or matrix-assisted laser desorption/ionization time-of-flight mass spectrometry, we identified 197 (47%) Ixodes, 136 (33%) Dermacentor, 67 (16%) Rhipicephalus, 8 (2%) Hyalomma, 6 (1%) Amblyomma, 2 (0.5%) Argas, and 2 (0.5%) Haemaphysalis tick species. We also detected bacterial DNA in 241 (58%) ticks. The most frequent bacterial pathogens were Rickettsia raoultii (17%) and R. slovaca (13%) in Dermacentor ticks, Borrelia spp. (9%) in Ixodes ticks, and R. massiliae (16%) in Rhipicephalus ticks. Among patients who were bitten, 107 had symptoms, and tickborne diseases were diagnosed in 26, including scalp eschar and neck lymphadenopathy after tick bite and Lyme borrelioses. Rapid tick and bacteria identification using a combination of methods can substantially contribute to clinical diagnosis, treatment, and surveillance of tickborne diseases.","10.3201/eid2904.221572","Marseille",2023,"","TIC000262"
"other things","Meningitis and encephalitis in Poland in 2016.","Przeglad epidemiologiczny","Meningitis and encephalitis are febrile diseases with varying degrees of severity, rich symptomatology and differentiated course depending on the etiological factor and individual sensitivity. In severe cases, it can quickly lead to shock and death. mAbout 3000 cases of meningitis and encephalitis are registered in Poland each year. They constitute a serious diagnostic and therapeutic problem. Among the cases of cerebrospinal meningitis and / or encephalitis, confirmed by laboratory tests, the most common are Neisseria meningitidis and Streptococcus pneumoniae. Among viral neuroinfections, tick-borne encephalitis predominates.The aim of the study is to assess the epidemiological situation of meningitis and / or encephalomyelitis in Poland in 2016. and comparison of the results obtained with the epidemiological situation in previous years.Analysis and assessment of the epidemiological situation of the occurrence of meningitis and / or encephalomyelitis in Poland in 2016. was based on the results of the analysis of aggregate data published in the annual bulletins: &#x201c;Infectious diseases and poisoning in Poland in 2016&#x201d; and &#x201c;Protective Vaccination in Poland in 2016. (Czarkowski MP. Et al., Warsaw, NIZP-PZH, GIS). In addition, the recommendations from the Protective Vaccine Program for 2016 were used.In 2016, in Poland, there were a total of 3,191 cases of meningitis and / or encephalitis (incidence 7.6 per 100,000), which increased by 14.5% compared to 2015. The prevalences of viral etiology were they were responsible for 43.49% of cases of neuroinfections. Among the specific neuroinfections with viral etiology, up to 74.67% were tick-borne encephalitis (TBE). Disorders of bacterial etiology were the cause of 30.08% of all cases, which is an increase of 6.35% compared to 2015.In 2016, the total increase in meningitis and / or brain inflammation was recorded in Poland. In comparison to 2015, it was an increase of 14.5%. Most of these infections were infections caused by viruses - 43.49%. 2016 was another period in which a decline in bacterial etiology was noted, which may result from the fact that more protective vaccinations were carried out in this area. It is necessary to continue educational activities aimed at raising the level of knowledge of the general public in the area of the ability to prevent infectious diseases through vaccination.","10.32394/pe.72.3.6","Warsaw",2018,"","TIC000263"
"other things","Lyme disease in Poland in 2017.","Przeglad epidemiologiczny","Lyme disease is the most common tick-borne disease, caused by spirochetes of the genus Borrelia, transmitted by ticks of the Ixodes genus. Infection caused by Borrelia burgdorferi can occur throughout Poland and therefore, according to ECDC description, the whole country should be considered as an endemic area.The aim of the study is to assess the epidemiological situation of Lyme disease in Poland in 2017 in comparison to the situation in previous years.The epidemiological situation of Lyme disease in Poland was assessed on data from the annual bulletin &#x201c;Infectious diseases and poisoning in Poland in 2017&#x201d;. (MP Czarkowski et al., Warsaw 2018, NIZP-PZH, GIS).In 2017 were registered 21,514 Lyme disease cases i.e. 1.48% more than in the previous year and 2,324 people were hospitalized. Epidemiological situation in Western European countries and Poland are similar.A slightly increase in 2017 and lack of a clear trend in individual voivodeships may indicate, that a very high level of sensitivity of epidemiological surveillance has been achieved.","10.32394/pe.73.37","Warsaw",2019,"","TIC000264"
"other things","Meningitis and encephalitis in Poland in 2017.","Przeglad epidemiologiczny","Meningitis are the most common form of the nervous system infectious diseases. There are meningitis and/or encephalitis with bacterial and viral etiology. In epidemiological surveillance are highlighted meningitis and/or encephalitis caused by N. meningitidis, S. pneumoniae, H. influenzae and tick-borne encephalitis virus. Because vaccinations against these agents are common.The aim of the study is to assess the epidemiological situation of meningitis and encephalitis in Poland in 2017.The epidemiological situation of meningitis and encephalitis in Poland was assessed on data from the annual bulletin &#x201c;Infectious diseases and poisoning in Poland in 2017&#x201d; and &#x201c;Vaccinations in Poland in 2017&#x201d;. (MP Czarkowski et al., Warsaw 2018, NIZP-PZH, GIS).In 2017 were registered 2 095 cases of meningitis and/or encephalitis in Poland. It means a 10.8% decrease in meningitis and/or encephalitis in Poland compared to 2016. With a general decrease in the number of infections of bacterial etiology, the number of cases of meningitis and/or encephalitis of S. pneumoniae, H. influenzae type B cases reported remains at the same level similar to last year. In contrast, the number of cases of etiology of N. meningitidis shows an increase of 25.4% compared to the previous year. Among all cases 57.9% were viral infections. In comparison to 2016 means a decrease in the percentage share of viral infections by 1.2 percentage points for bacterial infections. Among laboratory confirmed cases of neuroinfection with established etiology, the incidence caused by Neisseria miningitidis (122 cases), Streptococcus pneumoniae (171 cases) and tick-borne encephalitis (283 cases) are the most prevalent.There is a general downward trend in the number of meningitis and/or encephalitis cases, which may be due to introducing mandatory vaccination against S. pneumoniae. It can also mean an improvement in diagnostics given the decrease in unspecified meningitis and/or encephalitis. However meningitis and/or encephalitis remain a challenge for healthcare and epidemiological surveillance institutions.","10.32394/pe.73.39","Warsaw",2019,"","TIC000265"
"other things","Canine Tick-Borne Encephalitis: Clinical Features, Survival Rate and Neurological Sequelae: A Retrospective Study of 54 Cases (1999-2016).","Frontiers in veterinary science","Tick-borne encephalitis (TBE) is one of the most important infectious diseases of the central nervous system in dogs from endemic areas. While in humans survival rate and long-term outcomes are well described, these data are lacking in veterinary literature. The aim of the present paper is to characterize the clinical aspects of TBE and to investigate fatality rate, long-term outcome and the long-term neurological sequelae in a population of dogs infected with TBE. We performed a retrospective analysis of 54 dogs diagnosed with TBE at the veterinary hospital of the University of Zurich between 1999 and 2016. Medical data such as signalment, clinical presentation, results of diagnostic procedures, treatment and outcome were collected and analyzed. Statistical analysis including a cox proportional hazard model using a backward stepwise regression approach was performed. In 62% of the TBE cases unspecific signs were described before the onset of neurological signs, resembling a biphasic appearance that is well known in human TBE. Case fatality rate was 33% and all dogs died within the first 4 months after diagnosis. Long-term neurological sequalae were detected in 17% of the TBE cases. For each day of clinical signs before hospital entry the odds of sequalae increased by a factor of 1.88 (CI 1.04-3.15). Older dogs and dogs presented with seizure activity had an increased hazard risk of death (Hazard ration = 1.2, <i>p</i> = 0.03; and 9.38, <i>p</i> = 0.001, respectively). In conclusion, despite TBE being a life-threatening disease with severe clinical signs, the survival rate in our study was 67%. However, long-term sequalae can be of concern especially in dogs with longer clinical course.","10.3389/fvets.2021.782044","Zürich",2021,"","TIC000266"
